id,geo_location,city,postal_code,text_test
9495,"{""latitude"":36.38211408596768,""longitude"":-6.161617440922742}",Chiclana de la Frontera,11130,Positive
9087,"{""latitude"":40.5041453,""longitude"":-3.5067487}",Paracuellos de Jarama,28860,StrongPositive
8589,"{""latitude"":37.4023171,""longitude"":-5.92386}",Sevilla,41020,Positive
8383,"{""latitude"":36.9774862,""longitude"":-4.8951981}",Teba,29327,Positive
7740,"{""latitude"":41.627529,""longitude"":2.2949984}",les Franqueses del Vallès,8520,Positive
6764,"{""latitude"":37.417387,""longitude"":-6.4038782}",Paterna del Campo,21880,Positive
6200,"{""latitude"":37.32884611777265,""longitude"":-6.542115407858223}",Bollullos Par del Condado,21710,StrongPositive
5726,"{""latitude"":37.4380142,""longitude"":-4.1932893}",Priego de Córdoba,14800,StrongPositive
5649,"{""latitude"":41.6275275,""longitude"":2.2950904}",les Franqueses del Vallès,8520,StrongPositive
5300,"{""latitude"":36.38212665224008,""longitude"":-6.161620454025207}",Chiclana de la Frontera,11130,StrongPositive
5058,"{""latitude"":37.1984637,""longitude"":-3.6151332}",Granada,18014,Positive
4123,"{""latitude"":37.2553885,""longitude"":-8.2860091}",São Bartolomeu de Messines,8375-105,StrongPositive
3737,"{""latitude"":40.1658343,""longitude"":-8.8514482}",Figueira da Foz,3080-510,Positive
3261,"{""latitude"":37.1371122,""longitude"":-8.0174949}",Loulé,8100-500,Positive
2819,"{""latitude"":41.3458375,""longitude"":1.7024098}",Vilafranca del Penedès,8720,Positive
2684,"{""latitude"":41.6120601,""longitude"":-0.7019099}",Alfajarín,50172,StrongPositive
1630,"{""latitude"":41.6494949,""longitude"":-0.9037619}",Zaragoza,50010,StrongPositive
1094,"{""latitude"":36.38215413727266,""longitude"":-6.161667866234316}",Chiclana de la Frontera,11130,StrongPositive
1030,"{""latitude"":37.4019327,""longitude"":-5.9219773}",Sevilla,41020,StrongPositive
376,"{""latitude"":38.9063641,""longitude"":1.4236084}",Eivissa,7800,StrongPositive
57,"{""latitude"":40.0712771,""longitude"":-8.804548}",Figueira da Foz,3090-495,Positive
